time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-04-12T06:25:15.530Z,36.4112,138.8193,147.27,4.6,mb,,53,0.513,0.79,us,us200025wj,2015-04-12T10:55:53.860Z,"12km NW of Annaka, Japan",earthquake
2015-04-12T02:49:30.290Z,25.099,128.2968,10,4.6,mb,,84,1.729,0.91,us,us200025w9,2015-04-23T02:57:35.827Z,"129km SSE of Itoman, Japan",earthquake
2015-04-12T00:45:29.330Z,-18.5781,-174.2914,34.72,5.1,mb,,77,4.163,0.59,us,us200025vw,2015-05-01T23:04:10.231Z,"33km WNW of Neiafu, Tonga",earthquake
2015-04-11T17:18:43.860Z,-6.4989,146.9889,61.56,4.8,mb,,41,2.892,1.12,us,us200025um,2015-04-15T20:53:33.584Z,"24km N of Lae, Papua New Guinea",earthquake
2015-04-11T12:44:36.690Z,-6.7541,104.3261,35,5.1,mb,,118,3.552,0.83,us,us200025u9,2015-04-11T20:47:03.607Z,"143km W of Cangkeuteuk Sabrang, Indonesia",earthquake
2015-04-11T11:42:53.590Z,4.7817,124.9019,288.85,5.1,mb,,55,2.37,0.84,us,us200025u4,2015-04-11T19:45:38.895Z,"92km SW of Sarangani, Philippines",earthquake
2015-04-11T10:07:23.800Z,-15.681,-172.8597,10,4.6,mb,,85,4.386,0.53,us,us200025tw,2015-04-11T18:10:03.471Z,"99km ENE of Hihifo, Tonga",earthquake
2015-04-11T07:45:13.000Z,41.0966,142.8835,39.54,4.6,mb,,134,0.94,1.35,us,us200025tq,2015-04-11T15:47:56.437Z,"134km ENE of Hachinohe, Japan",earthquake
2015-04-11T05:21:10.890Z,2.0477,126.6084,66.84,4.9,mb,,98,1.476,0.93,us,us200025tb,2015-04-11T13:23:38.356Z,"159km WNW of Tobelo, Indonesia",earthquake
2015-04-11T05:00:42.210Z,2.1643,126.7328,47.02,5.3,mb,,84,1.521,1.22,us,us200025t9,2015-04-12T20:25:38.040Z,"149km WNW of Tobelo, Indonesia",earthquake
2015-04-11T04:29:02.740Z,6.3869,-73.1446,50.84,4.5,mb,,58,1.928,0.59,us,us200025t7,2015-04-23T01:45:12.635Z,"6km S of Valle de San Jose, Colombia",earthquake
2015-04-11T03:59:54.070Z,52.1037,153.101,436.29,4.7,mb,,90,2.978,0.78,us,us200025t4,2015-04-23T00:20:37.297Z,"244km WNW of Ozernovskiy, Russia",earthquake
2015-04-11T01:33:10.990Z,-14.7502,167.9102,10,4.5,mb,,163,0.972,0.99,us,us200027ax,2015-04-22T22:46:36.780Z,"98km ENE of Port-Olry, Vanuatu",earthquake
2015-04-10T22:54:50.160Z,-7.5836,127.5929,159.76,4.7,mb,,28,3.693,1.03,us,us200025sf,2015-04-24T03:34:59.981Z,"247km ENE of Dili, East Timor",earthquake
2015-04-10T22:46:58.370Z,-22.5413,-176.1277,81.05,4.6,mb,,89,6.746,1.04,us,us2000279w,2015-04-26T01:30:59.696Z,"176km SSW of Vaini, Tonga",earthquake
2015-04-10T18:59:38.790Z,40.4336,-126.1572,19.89,4.7,mwr,,199,1.535,0.86,us,us200025qi,2015-04-11T13:59:10.453Z,"161km W of Ferndale, California",earthquake
2015-04-10T16:23:04.070Z,-13.8058,65.8874,10,5.5,mb,,39,9.054,0.93,us,us200025ml,2015-04-11T00:25:38.161Z,"Mid-Indian Ridge",earthquake
2015-04-10T11:56:12.000Z,53.0368,159.6694,74.3,4.9,mb,,134,0.615,0.81,us,us200025kn,2015-04-12T03:01:04.227Z,"68km E of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-04-10T09:52:45.760Z,10.9628,125.2267,129.83,4.5,mb,,103,8.797,0.79,us,us200025kf,2015-04-10T17:55:25.549Z,"21km E of San Jose, Philippines",earthquake
2015-04-10T09:42:23.830Z,-4.5232,138.2846,35,4.7,mb,,119,6.23,1.48,us,us200025kd,2015-04-10T17:44:54.921Z,"225km ESE of Enarotali, Indonesia",earthquake
2015-04-10T09:15:21.420Z,12.9211,146.144,10,4.7,mb,,95,1.408,0.66,us,us200025kb,2015-04-10T17:17:54.753Z,"151km ESE of Yigo Mayor's Office, Guam",earthquake
2015-04-10T08:24:36.050Z,-5.65,153.2439,17.23,5.1,mb,,101,1.805,0.91,us,us200025k0,2015-04-10T16:27:18.029Z,"132km S of Taron, Papua New Guinea",earthquake
2015-04-10T06:56:26.850Z,2.5114,124.5511,291.06,4.8,mb,,61,3.302,1.25,us,us200025jn,2015-04-10T14:59:02.952Z,"117km NNW of Manado, Indonesia",earthquake
2015-04-10T06:23:13.130Z,28.2428,51.8437,10,4.7,mb,,46,5.101,1.23,us,us200025jj,2015-04-10T14:25:53.247Z,"97km SW of Firuzabad, Iran",earthquake
2015-04-10T06:10:38.920Z,-41.2313,-88.752,10,5.4,mwc,,46,12.251,0.64,us,us200025ji,2015-05-01T13:27:14.324Z,"West Chile Rise",earthquake
2015-04-10T03:53:36.200Z,-50.2273,112.532,10,4.6,mb,,144,16.133,0.99,us,us20002797,2015-04-22T02:14:42.299Z,"Southeast Indian Ridge",earthquake
2015-04-10T03:12:22.990Z,-10.4897,123.9385,44.01,4.5,mb,,65,0.798,0.75,us,us200025ir,2015-04-21T23:33:22.913Z,"52km SE of Kupang, Indonesia",earthquake
2015-04-09T22:49:42.590Z,14.0702,92.8474,27.94,5.1,mb,,19,2.401,0.61,us,us200025i0,2015-04-24T03:24:16.826Z,"262km N of Bamboo Flat, India",earthquake
2015-04-09T22:35:53.900Z,-1.9912,139.2959,35,4.6,mb,,86,1.5,0.7,us,us200025ht,2015-04-24T03:16:52.324Z,"159km WNW of Abepura, Indonesia",earthquake
2015-04-09T18:20:28.490Z,-6.7201,105.3433,35,4.9,mb,,80,9.997,0.73,us,us200025e5,2015-04-10T07:01:24.926Z,"31km W of Babakantonggoh, Indonesia",earthquake
2015-04-09T14:12:49.660Z,37.1791,71.8643,172.04,4.6,mb,,56,1.03,0.87,us,us200025cv,2015-04-09T22:15:30.869Z,"9km SSE of Roshtqal'a, Tajikistan",earthquake
2015-04-09T13:00:19.450Z,15.7668,120.9124,35.77,4.6,mb,,135,1.828,0.87,us,us200025ck,2015-04-09T19:16:55.228Z,"2km W of Magtanggol, Philippines",earthquake
2015-04-09T08:13:53.660Z,0.2081,126.2208,39.28,4.8,mb,,38,1.275,0.65,us,us200025b7,2015-05-01T12:25:29.516Z,"142km WSW of Kota Ternate, Indonesia",earthquake
2015-04-09T06:13:58.320Z,-50.4645,114.0573,10,4.9,mb,,123,15.964,0.4,us,us200025ad,2015-04-09T14:16:38.469Z,"Western Indian-Antarctic Ridge",earthquake
2015-04-09T02:07:37.660Z,51.6647,-175.3147,49.24,4.5,mb,,107,0.596,0.51,us,us2000258h,2015-04-23T03:37:43.438Z,"95km ESE of Adak, Alaska",earthquake
2015-04-08T22:42:50.470Z,1.7281,126.2561,45.77,4.7,mb,,97,1.461,0.7,us,us2000256v,2015-04-28T23:43:39.388Z,"123km ENE of Bitung, Indonesia",earthquake
2015-04-08T19:22:19.710Z,-56.0971,-24.4338,9.21,4.8,mb,,85,7.137,0.79,us,us20002537,2015-04-09T03:25:01.631Z,"183km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-08T18:04:39.440Z,23.3882,142.8673,9.54,5,mb,,74,3.743,0.6,us,us2000252f,2015-04-09T02:07:09.004Z,"219km SE of Iwo Jima, Japan",earthquake
2015-04-08T15:44:45.150Z,13.1967,-89.7767,29,5.4,mww,,67,0.72,1.13,us,us20002515,2015-04-23T04:33:13.992Z,"44km S of Acajutla, El Salvador",earthquake
2015-04-08T13:52:07.420Z,16.2684,-98.3727,10,4.5,mb,,197,1.3,0.79,us,us20002506,2015-04-08T21:54:47.166Z,"22km SSE of Cuajinicuilapa, Mexico",earthquake
2015-04-08T13:49:36.830Z,-6.1304,130.4016,151.08,4.6,mb,,72,2.044,0.77,us,us20002504,2015-04-08T21:52:19.844Z,"225km NNW of Saumlaki, Indonesia",earthquake
2015-04-08T10:29:52.280Z,-19.2734,-69.272,109.13,4.5,mb,,47,0.336,1.19,us,us200024za,2015-04-08T18:32:21.521Z,"122km SSE of Putre, Chile",earthquake
2015-04-08T09:47:16.440Z,-13.2627,-112.4561,10,4.7,mb,,111,14.1,0.72,us,us200024z8,2015-04-08T17:49:44.747Z,"Central East Pacific Rise",earthquake
2015-04-08T08:20:45.850Z,-7.3032,129.7827,112.2,4.6,mb,,48,1.647,1.15,us,us200024yk,2015-04-08T16:23:15.664Z,"183km WNW of Saumlaki, Indonesia",earthquake
2015-04-08T05:56:08.970Z,-6.721,129.8509,181.93,4.6,mb,,153,1.906,1.19,us,us200024y8,2015-04-08T13:58:48.258Z,"211km NW of Saumlaki, Indonesia",earthquake
2015-04-08T03:42:12.720Z,-8.908,-109.0432,10,5.1,mb,,51,18.124,0.27,us,us200024xr,2015-04-20T03:48:26.056Z,"Central East Pacific Rise",earthquake
2015-04-08T03:27:02.020Z,9.593,57.7045,10,4.5,mb,,149,4.665,0.68,us,us200024xp,2015-04-20T03:05:18.463Z,"Carlsberg Ridge",earthquake
2015-04-08T03:14:36.480Z,-4.4912,137.7331,57.61,4.5,mb,,116,5.691,1.3,us,us200024xk,2015-04-20T02:29:13.859Z,"166km ESE of Enarotali, Indonesia",earthquake
2015-04-08T01:43:47.840Z,21.8203,89.5318,17.68,4.6,mb,,71,4.294,0.8,us,us200024wx,2015-04-23T04:10:07.213Z,"60km SSW of Sarankhola, Bangladesh",earthquake
2015-04-08T00:45:17.380Z,-57.5213,-25.1553,49.85,4.6,mb,,77,7.148,0.73,us,us200026xl,2015-04-23T03:30:04.401Z,"153km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-08T00:39:49.150Z,-56.1221,-60.0469,10,4.5,mb,,91,4.607,0.6,us,us200026yf,2015-04-23T03:25:28.881Z,"Drake Passage",earthquake
2015-04-07T22:42:24.340Z,-1.7375,135.3387,27.36,4.9,mb,,56,3.302,0.71,us,us200024vt,2015-04-25T05:17:39.292Z,"169km SE of Manokwari, Indonesia",earthquake
2015-04-07T21:44:34.170Z,24.8685,141.5734,109.26,4.5,mb,,122,2.285,1.14,us,us200024us,2015-04-08T05:47:36.802Z,"26km ENE of Iwo Jima, Japan",earthquake
2015-04-07T17:07:24.580Z,36.5144,71.2762,79.19,4.7,mb,,73,0.829,1.18,us,us10001vf9,2015-04-08T22:01:32.343Z,"29km SW of Ashkasham, Afghanistan",earthquake
2015-04-07T14:00:19.950Z,5.4563,-76.6177,85.14,4.5,mb,,98,2.366,0.87,us,us10001vc2,2015-04-07T22:02:49.740Z,"8km WSW of Lloro, Colombia",earthquake
2015-04-07T11:32:09.320Z,-36.1446,-72.2141,55.56,4.6,mb,,108,0.918,0.84,us,us10001vbl,2015-04-07T19:34:37.785Z,"21km SSE of Cauquenes, Chile",earthquake
2015-04-07T09:35:22.450Z,3.0906,126.8854,65.72,4.7,mb,,109,2.352,0.72,us,us10001vb3,2015-04-07T17:37:49.420Z,"195km NW of Tobelo, Indonesia",earthquake
2015-04-07T08:51:41.150Z,-60.438,-27.2668,39.72,4.5,mb,,72,7.926,0.61,us,us200026pg,2015-04-21T10:18:06.385Z,"162km SSW of Bristol Island, South Sandwich Islands",earthquake
2015-04-07T04:41:50.850Z,32.8699,83.4081,11.91,4.8,mb,,54,7.32,0.62,us,us10001v9w,2015-04-20T01:28:49.262Z,"100km NW of Luring, China",earthquake
2015-04-07T00:46:21.880Z,-15.1573,-173.1975,30,6.3,mww,,36,1.852,1.13,us,us10001v8k,2015-04-19T05:02:43.890Z,"105km NE of Hihifo, Tonga",earthquake
2015-04-06T23:44:42.530Z,1.5494,67.9765,10,4.5,mb,,92,8.387,1.03,us,us200026fu,2015-04-21T02:48:56.846Z,"Carlsberg Ridge",earthquake
2015-04-06T23:44:36.240Z,0.659,68.1156,10,4.5,mb,,175,9.033,0.69,us,us10001v7n,2015-04-19T04:34:49.761Z,"Carlsberg Ridge",earthquake
2015-04-06T16:42:31.820Z,35.3177,27.5881,16.97,4.5,mb,,55,0.417,0.77,us,us10001udq,2015-04-07T00:45:02.893Z,"40km ESE of Karpathos, Greece",earthquake
2015-04-06T16:09:48.090Z,0.2743,125.5207,69.36,4.7,mb,,46,1.91,1.05,us,us10001ud3,2015-04-07T00:12:23.749Z,"132km SSE of Tondano, Indonesia",earthquake
2015-04-06T11:37:30.260Z,24.5068,122.6902,85.9,4.6,mb,,53,0.295,0.72,us,us10001ub8,2015-04-18T07:10:57.373Z,"31km W of Yonakuni, Japan",earthquake
2015-04-06T10:58:33.910Z,1.8403,-97.0712,21.36,4.9,mb,,186,14.31,0.81,us,us10001ub5,2015-04-06T19:01:08.949Z,"West of the Galapagos Islands",earthquake
2015-04-06T10:45:40.390Z,-1.4506,-77.5553,177.46,4.5,mb,,140,1.901,0.77,us,us10001ub3,2015-04-06T18:48:13.568Z,"47km E of Puyo, Ecuador",earthquake
2015-04-06T07:52:53.220Z,-8.7183,159.1296,135.64,4.9,mb,,45,1.079,0.73,us,us10001ua6,2015-04-06T15:55:31.637Z,"74km S of Dadali, Solomon Islands",earthquake
2015-04-06T07:47:25.780Z,53.1829,108.2108,10,4.6,mb,,56,3.174,0.87,us,us10001ua5,2015-04-06T15:50:00.980Z,"26km N of Turka, Russia",earthquake
2015-04-06T06:56:57.480Z,-5.8014,151.9546,36.17,4.7,mb,,132,1.613,0.72,us,us10001u9x,2015-04-06T14:59:26.727Z,"163km SSW of Kokopo, Papua New Guinea",earthquake
2015-04-06T04:58:41.170Z,42.959,145.29,31.57,4.6,mb,,82,1.838,0.72,us,us10001u9h,2015-04-22T03:47:12.691Z,"46km SSW of Nemuro, Japan",earthquake
2015-04-06T03:15:15.940Z,-59.6592,-25.828,78.91,4.5,mb,,112,7.928,1.27,us,us200026f8,2015-04-22T01:26:10.116Z,"80km SSE of Bristol Island, South Sandwich Islands",earthquake
2015-04-05T20:51:43.820Z,-5.571,152.689,35,5.4,mwb,,53,1.467,0.6,us,us10001u5v,2015-04-06T15:56:38.000Z,"127km SSW of Taron, Papua New Guinea",earthquake
2015-04-05T17:27:51.880Z,-0.8859,120.3758,15.9,4.6,mb,,100,2.024,1.07,us,us10001u4r,2015-04-06T01:30:34.912Z,"56km E of Palu, Indonesia",earthquake
2015-04-05T13:23:52.100Z,19.7483,-156.1013,10,4.5,Ml,,244.8,0.25152828,0.17,hv,hv60887176,2015-04-14T00:35:07.590Z,"7km W of Kalaoa, Hawaii",earthquake
2015-04-05T13:00:44.210Z,-9.2916,110.3076,44.84,4.7,mb,,85,1.386,0.71,us,us10001u3t,2015-04-05T21:03:15.389Z,"148km S of Bambanglipuro, Indonesia",earthquake
2015-04-05T09:47:56.470Z,-2.0429,128.1059,48.47,4.8,mb,,63,2.891,0.58,us,us10001u3c,2015-04-17T13:28:42.115Z,"90km SSE of Laiwui, Indonesia",earthquake
2015-04-05T08:35:34.770Z,-5.4159,152.6374,35,5.3,mb,,82,1.305,1.04,us,us10001u30,2015-04-05T16:38:09.281Z,"113km SSW of Taron, Papua New Guinea",earthquake
2015-04-05T06:55:09.300Z,16.6248,-98.2072,39.24,4.8,mb,,148,0.993,0.76,us,us10001u2u,2015-04-05T07:30:53.096Z,"6km W of San Juan Cacahuatepec, Mexico",earthquake
2015-04-05T00:07:49.630Z,12.7263,-88.1215,72.38,5,mb,,107,1.045,1.25,us,us10001u1e,2015-04-05T21:19:32.040Z,"52km S of Intipuca, El Salvador",earthquake
2015-04-04T17:48:47.830Z,-6.0822,130.6681,109.94,5.1,mwb,,21,1.989,1.05,us,us10001tzj,2015-04-07T18:02:35.700Z,"218km NNW of Saumlaki, Indonesia",earthquake
2015-04-04T12:31:06.280Z,-20.096,-177.7836,528.09,4.5,mb,,133,4.582,0.62,us,us10001txd,2015-04-04T20:34:08.231Z,"113km ENE of Ndoi Island, Fiji",earthquake
2015-04-04T12:11:30.040Z,-5.4692,152.9723,35,4.7,mb,,99,1.503,0.79,us,us10001txb,2015-04-04T20:14:07.928Z,"111km S of Taron, Papua New Guinea",earthquake
2015-04-04T08:06:18.540Z,-2.7903,127.6968,19.96,5.3,mwb,,24,3.553,0.9,us,us10001tvx,2015-04-29T13:18:51.357Z,"63km WNW of Piru, Indonesia",earthquake
2015-04-04T05:27:12.810Z,-17.6353,-174.1136,82.27,4.6,mb,,116,4.333,1.17,us,us10001tvb,2015-04-29T10:39:08.739Z,"113km N of Neiafu, Tonga",earthquake
2015-04-04T04:38:20.000Z,38.315,20.525,11.2,4.6,mb,,,,1.2,us,us10001tup,2015-04-17T23:17:02.855Z,"12km WNW of Sami, Greece",earthquake
2015-04-04T04:08:36.540Z,-5.3415,152.87,30.15,5.1,mb,,29,1.342,0.75,us,us10001tui,2015-04-18T00:04:30.505Z,"98km S of Taron, Papua New Guinea",earthquake
2015-04-04T01:34:19.620Z,-56.1266,-27.2346,74.84,4.9,mb,,57,5.611,0.66,us,us10001tth,2015-04-17T21:16:54.409Z,"63km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-03T21:53:02.140Z,-5.5376,152.5612,10,4.6,mb,,91,1.395,0.9,us,us10001tqx,2015-04-18T23:15:11.370Z,"129km SSW of Taron, Papua New Guinea",earthquake
2015-04-03T21:17:54.770Z,-6.2934,147.7519,30,5.9,mww,,10,3.146,0.97,us,us10001tqi,2015-04-19T00:53:23.862Z,"36km NNW of Finschhafen, Papua New Guinea",earthquake
2015-04-03T19:22:26.140Z,-5.0497,153.0288,56.36,5.2,mb,,47,1.212,0.88,us,us10001tnz,2015-04-04T21:30:03.928Z,"64km S of Taron, Papua New Guinea",earthquake
2015-04-03T18:48:42.290Z,0.3895,122.0709,122.92,4.8,mb,,51,1.585,0.88,us,us10001tni,2015-04-04T21:18:59.257Z,"34km WSW of Tilamuta, Indonesia",earthquake
2015-04-03T18:42:37.930Z,9.472,-83.8066,10.71,4.6,mwr,,67,0.155,1.4,us,us10001tnh,2015-04-06T01:03:42.949Z,"15km NW of San Isidro, Costa Rica",earthquake
2015-04-03T18:31:08.000Z,-36.045,-73.763,32.2,4.5,mwr,,,,1.95,us,us10001tn5,2015-04-04T21:37:00.422Z,"94km NW of Talcahuano, Chile",earthquake
2015-04-03T17:44:03.410Z,-17.34,-176.9968,382.36,5.2,mb,,19,4.74,1.19,us,us10001tmh,2015-04-04T20:53:36.526Z,"Fiji region",earthquake
2015-04-03T12:45:21.000Z,10.4652,93.2268,96.66,4.6,mb,,148,1.274,0.74,us,us10001tkc,2015-04-03T20:47:48.109Z,"142km SSE of Port Blair, India",earthquake
2015-04-03T12:37:00.920Z,13.0032,-88.6573,85.04,4.6,mb,,110,0.879,0.97,us,us10001tk0,2015-04-03T20:40:15.447Z,"33km SSW of Puerto El Triunfo, El Salvador",earthquake
2015-04-03T12:32:32.110Z,-22.9478,-176.2757,10,5.3,mb,,45,6.444,1.37,us,us10001tjy,2015-04-03T20:35:13.642Z,"223km SSW of Vaini, Tonga",earthquake
2015-04-03T10:47:48.940Z,-5.5627,152.959,39.18,4.8,mb,,99,1.576,1.03,us,us10001tjk,2015-04-03T18:50:21.852Z,"121km S of Taron, Papua New Guinea",earthquake
2015-04-03T10:31:18.600Z,-30.3266,-178.9462,10,5.3,mb,,81,1.394,1.1,us,us10001tjh,2015-04-03T18:33:47.502Z,"122km N of L'Esperance Rock, New Zealand",earthquake
2015-04-03T09:11:45.100Z,-5.6281,153.1724,10,4.9,mb,,103,1.745,0.84,us,us10001tj2,2015-04-03T17:14:16.076Z,"129km S of Taron, Papua New Guinea",earthquake
2015-04-03T08:29:30.000Z,67.5484,-145.6948,10.7,4.6,ml,,,,0.85,ak,ak11545097,2015-04-29T08:14:19.894Z,"64km S of Arctic Village, Alaska",earthquake
2015-04-03T06:04:16.200Z,1.7534,89.6139,10,4.8,mb,,147,7.971,1.1,us,us10001ti1,2015-04-29T06:06:53.894Z,"North Indian Ocean",earthquake
2015-04-03T04:33:37.670Z,49.9991,156.1467,93.7,4.8,mb,,109,3.26,0.64,us,us10001thw,2015-04-17T00:11:19.385Z,"75km S of Severo-Kuril'sk, Russia",earthquake
2015-04-03T01:58:59.200Z,-20.7785,-67.7266,159.21,4.6,mb,,64,1.48,1.14,us,us10001th6,2015-04-16T22:58:53.510Z,"98km WSW of Colchani, Bolivia",earthquake
2015-04-03T00:24:35.510Z,-5.639,152.9786,25.39,4.9,mb,,67,1.651,0.68,us,us10001tgn,2015-04-19T00:37:45.921Z,"129km S of Taron, Papua New Guinea",earthquake
2015-04-02T21:49:04.530Z,-4.3183,143.2625,126.61,4.7,mb,,34,3.119,0.8,us,us10001tfc,2015-04-18T23:07:25.111Z,"47km E of Ambunti, Papua New Guinea",earthquake
2015-04-02T20:51:07.330Z,-6.4291,146.9467,22.76,5.4,mb,,12,2.963,0.85,us,us10001td7,2015-04-03T01:52:06.364Z,"32km N of Lae, Papua New Guinea",earthquake
2015-04-02T19:04:42.580Z,38.6112,142.0651,63.53,4.5,mb,,79,1.248,1.29,us,us10001tb2,2015-04-03T00:34:59.812Z,"59km SSE of Ofunato, Japan",earthquake
2015-04-02T18:07:10.030Z,-35.5184,-98.7841,15.7,4.6,mb,,194,20.82,0.83,us,us10001taf,2015-04-03T02:09:48.794Z,"Southeast of Easter Island",earthquake
2015-04-02T17:42:52.090Z,-23.127,179.3652,543.25,4.7,mb,,72,5.494,1.09,us,us10001ta6,2015-04-03T01:45:33.555Z,"South of the Fiji Islands",earthquake
2015-04-02T13:54:29.200Z,24.9652,145.9352,35.23,4.8,mb,,150,3.985,1.34,us,us10001t43,2015-04-02T21:57:04.458Z,"East of the Volcano Islands",earthquake
2015-04-02T12:41:21.010Z,6.5259,126.784,189.01,4.6,mb,,142,5.745,0.55,us,us10001t3m,2015-04-02T20:43:48.760Z,"62km SE of Bobon, Philippines",earthquake
2015-04-02T09:19:41.830Z,-5.5064,152.6745,35.96,4.6,mb,,161,1.402,0.82,us,us10001t2q,2015-04-02T17:22:36.517Z,"121km SSW of Taron, Papua New Guinea",earthquake
2015-04-02T07:42:02.000Z,-28.65,-70.807,45.1,4.7,mww,,,,1.36,us,us10001t29,2015-04-29T13:22:52.259Z,"9km SSW of Vallenar, Chile",earthquake
2015-04-02T04:10:09.980Z,-17.8834,-178.5957,560,5.9,mww,,20,3.195,0.61,us,us10001t0z,2015-04-15T04:53:38.045Z,"269km SE of Lambasa, Fiji",earthquake
2015-04-02T02:56:09.480Z,-4.4576,102.6614,61.63,5.1,mb,,27,0.308,0.56,us,us10001t06,2015-04-14T01:44:08.287Z,"83km SW of Pagaralam, Indonesia",earthquake
2015-04-02T01:15:19.490Z,29.2615,-42.8917,10,4.6,mb,,83,33.504,0.64,us,us200025lm,2015-04-13T01:43:29.280Z,"Northern Mid-Atlantic Ridge",earthquake
2015-04-02T00:56:39.640Z,28.7119,86.3512,63.1,4.6,mb,,83,5.819,0.52,us,us10001szi,2015-04-02T08:59:18.973Z,"72km NNE of Chongdui, China",earthquake
2015-04-02T00:44:54.100Z,14.8081,-91.454,148.62,4.8,mb,,73,0.365,1.13,us,us10001szg,2015-04-02T08:47:22.692Z,"1km SSW of Cantel, Guatemala",earthquake
2015-04-01T23:50:25.110Z,-20.8692,-179.0914,566.26,4.5,mb,,226,4.114,0.84,us,us10001szb,2015-04-15T03:40:29.357Z,"47km WSW of Ndoi Island, Fiji",earthquake
